Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Depreciation Rate (in %),Price (in lacs),City,RTO,Registration Month,Registration Year
Mercedes-Benz,S-Class S 350 CDI,Third Party insurance,Diesel,5,"68,000",Second Owner,2987,Automatic,2014,13.5,282,490,17,75,18.5,DelhiNCR,CH01,Jul,2014
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"39,679",Second Owner,1197,Manual,2018,21.4,83.1,115,,50,5.26,DelhiNCR,DL7C,Jun,2018
Renault,KWID RXL BSVI,Third Party,Petrol,5,"11,837",First Owner,799,Manual,2021,25.17,53.3,72,,20,4.23,DelhiNCR,HR98,Jun,2021
Maruti,Ciaz 1.4 Delta,Third Party,Petrol,5,"28,575",First Owner,1373,Manual,2018,20.73,91.1,130,,50,7.81,DelhiNCR,UP14,Jun,2018
Mercedes-Benz,S-Class S 350d,Comprehensive,Diesel,5,"5,000",First Owner,2925,Automatic,2023,,281.61,600,19,10,1.6,DelhiNCR,PB01,Jan,2023
Maruti,Ciaz ZXi,Comprehensive,Petrol,5,"23,172",First Owner,1373,Manual,2015,20.73,91.1,130,15,75,6.05,DelhiNCR,DL5C,Jun,2015
Hyundai,Verna 1.6 SX VTVT,Third Party insurance,Petrol,5,"1,20,000",Third Owner,1591,Manual,2012,17.01,121.3,154.9,16,75,3.5,DelhiNCR,,Mar,2012
Maruti,Celerio VXI,Third Party insurance,Petrol,5,"66,000",First Owner,998,Manual,2015,23.1,67.04,90,,75,3.95,DelhiNCR,UP32,Nov,2015
Bentley,Continental GT V8,Third Party insurance,Petrol,4,"28,564",Second Owner,3993,Automatic,2014,12.9,500,660,20,75,1.2,DelhiNCR,DL7C,Jul,2014
Maruti,Celerio VXI AT,Third Party insurance,Petrol,5,"63,000",First Owner,998,Automatic,2014,23.1,67.04,90,,75,3.85,DelhiNCR,DL3C,Mar,2014
Kia,Sonet GTX Plus Turbo DCT DT,Zero Dep,Petrol,5,"26,158",First Owner,998,Automatic,2021,18.3,118.36,172,R16,20,11.0,DelhiNCR,HR98,Mar,2021
Jaguar,XE Prestige,Zero Dep,Petrol,5,"6,605",First Owner,1999,Automatic,2017,13.6,197.13,320,17,60,26.75,DelhiNCR,DL1C,Jun,2017
Land,Rover Discovery Sport TD4 HSE 7S,Comprehensive,Diesel,7,"45,000",First Owner,1999,Automatic,2019,12.81,148.31,382,18,40,39.85,DelhiNCR,JH01,Jul,2019
Maruti,Wagon R CNG LXI,Comprehensive,CNG,5,"59,000",First Owner,998,Manual,2018,32.52,58.33,78,,50,4.35,DelhiNCR,HR26,Jul,2018
Maruti,Wagon R CNG LXI BSIV,Comprehensive,CNG,5,"79,000",First Owner,998,Manual,2014,33.54,67.04,90,,75,2.95,DelhiNCR,HR29,Dec,2014
Honda,Brio V MT,Comprehensive,Petrol,5,"32,000",Second Owner,1198,Manual,2013,19.4,86.8,109,14,75,3.25,DelhiNCR,HR01,Jul,2013
MG,Hector Plus Sharp Diesel MT,Comprehensive,Diesel,6,"19,000",First Owner,1956,Manual,2021,16.65,167.67,350,18,20,21.0,DelhiNCR,DL10,Jul,2021
Maruti,Alto 800 LXI,Third Party,Petrol,5,"15,887",First Owner,796,Manual,2021,22.05,47.33,69,,20,3.72,DelhiNCR,HR51,Jun,2021
Ford,Ecosport 1.5 Diesel Titanium BSIV,Comprehensive,Diesel,5,"39,814",First Owner,1498,Manual,2019,23,98.96,205,16,40,8.01,DelhiNCR,UP16,Jun,2019
Honda,City i-VTEC V,Third Party,Petrol,5,"80,192",Second Owner,1497,Manual,2019,17.4,117.6,145,15,40,8.14,DelhiNCR,UP15,Jun,2019
Tata,Hexa XT,Comprehensive,Diesel,7,"38,000",First Owner,2179,Manual,2018,17.6,153.86,400,17,50,12.0,DelhiNCR,UP16,Jul,2018
Maruti,Baleno Alpha,Third Party,Petrol,5,"13,144",First Owner,1197,Manual,2021,21.01,81.80,113,R16,20,8.8,DelhiNCR,UP62,Jun,2021
Hyundai,Santro Sportz CNG BSIV,Third Party,CNG,5,"36,317",First Owner,1086,Manual,2019,30.48 ,58,84.33,,40,5.55,DelhiNCR,DL7C,Jun,2019
Volkswagen,Jetta 1.4 TSI Comfortline,Comprehensive,Petrol,5,"65,840",First Owner,1390,Manual,2014,14.69,120.3,200,16,75,7.03,DelhiNCR,DL3C,Jun,2014
Mercedes-Benz,GLC 220d 4MATIC,Comprehensive,Diesel,5,"8,000",First Owner,1950,Automatic,2022,,194,400,19,15,66.5,DelhiNCR,UP32,Aug,2022
Maruti,Alto 800 LXI,Third Party,Petrol,5,"16,598",First Owner,796,Manual,2020,22.05,47.33,69,,30,3.7,DelhiNCR,DL8C,Jun,2020
Maruti,Swift VXI,Comprehensive,Petrol,5,"74,381",Second Owner,1197,Manual,2010,18.6,85.8,114,14,75,1.95,DelhiNCR,UP16,Mar,2010
Honda,Jazz V CVT,Comprehensive,Petrol,5,"48,000",Second Owner,1199,Automatic,2017,18.2,88.7,110,15,60,6.5,DelhiNCR,DL10,Apr,2017
Toyota,Camry 2.5 Hybrid,Comprehensive,Petrol,5,"16,000",First Owner,2494,Automatic,2019,19.16,157.7,213,17,40,39.0,DelhiNCR,JH01,Dec,2019
Maruti,Eeco 7 Seater Standard BSIV,Zero Dep,Petrol,7,"57,921",First Owner,1196,Manual,2019,15.37,73,101,,40,3.57,DelhiNCR,DL5C,Dec,2019
Audi,Q7 3.0 TDI Quattro Technology,Comprehensive,Diesel,7,"99,000",Second Owner,2967,Automatic,2013,12.07,241.4,550,18,75,15.25,DelhiNCR,DL9C,Nov,2013
Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,Third Party,Diesel,7,"1,54,000",First Owner,2494,Manual,2014,12.99,100.6,200,15,75,8.25,DelhiNCR,DL3C,Feb,2014
Tata,Nexon XZA Plus AMT S,Comprehensive,Petrol,5,"20,000",First Owner,1199,Automatic,2021,16.35,118.36,170,16,20,11.75,DelhiNCR,HR51,Dec,2021
Toyota,Innova Crysta 2.8 GX AT BSIV,Comprehensive,Diesel,7,"70,000",Second Owner,2755,Automatic,2018,11.36,171.5,360,16,50,16.5,DelhiNCR,DL3C,Mar,2018
Mercedes-Benz,M-Class ML 250 CDI,Third Party insurance,Diesel,5,"46,000",First Owner,2143,Automatic,2015,15.26,203.2,500,18,75,25.0,DelhiNCR,DL09,Jun,2015
Kia,Seltos HTX IVT,Comprehensive,Petrol,5,"5,000",First Owner,1497,Automatic,2022,,113.43,144,17,15,17.75,DelhiNCR,DL08,Dec,2022
Toyota,Camry 2.5 Hybrid,Comprehensive,Petrol,5,"35,000",First Owner,2494,Automatic,2019,19.16,157.7,213,17,40,37.5,DelhiNCR,PB01,Aug,2019
Mahindra,XUV300 W8 Option Diesel BSIV,Third Party,Diesel,5,"86,034",First Owner,1497,Manual,2019,20,115,300,17,40,8.3,DelhiNCR,DL12,Jun,2019
Hyundai,Creta 1.6 VTVT S,Third Party,Petrol,5,"65,307",First Owner,1591,Manual,2016,15.29,121.3,151,,70,8.26,DelhiNCR,DL7C,Jun,2016
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"24,981",First Owner,796,Manual,2020,22.05,47.33,69,,30,3.64,DelhiNCR,DL8C,Jun,2020
BMW,7 Series 730Ld M Sport,Comprehensive,Diesel,5,"65,000",First Owner,2993,Automatic,2017,16.77,261.49,620,19,60,49.75,DelhiNCR,HR51,Jul,2017
Maruti,Baleno Delta,Comprehensive,Petrol,5,"19,762",First Owner,1197,Manual,2021,21.01,81.80,113,,20,7.16,DelhiNCR,DL8C,Jun,2021
Maruti,Ertiga ZXI,Third Party,Petrol,7,"71,736",Second Owner,1373,Manual,2014,16.02,93.7,130,15,75,5.49,DelhiNCR,HR51,Jun,2014
Maruti,SX4 S Cross Sigma,Third Party,Petrol,5,"9,620",First Owner,1462,Manual,2021,18.55,103.25,138,,20,8.79,DelhiNCR,DL7C,Jun,2021
Mercedes-Benz,GLA Class 200 CDI,Comprehensive,Diesel,5,"63,000",First Owner,2143,Automatic,2017,17.9,136,300,18,60,20.75,DelhiNCR,UP14,Jul,2017
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"29,193",Second Owner,1197,Manual,2019,21.4,83.1,115,,40,5.84,DelhiNCR,HR87,Jun,2019
Hyundai,Elantra SX AT,Not Available,Petrol,5,"17,334",First Owner,1797,Automatic,2012,14.5,147.5,177.5,16,75,4.75,DelhiNCR,DL10,Nov,2012
Volkswagen,Polo Petrol Trendline 1.2L,Comprehensive,Petrol,5,"74,000",Second Owner,1198,Manual,2012,16.47,73.9,110,14,75,2.4,DelhiNCR,HR26,Mar,2012
BMW,5 Series 520d Sport Line,Comprehensive,Diesel,5,"35,000",First Owner,1995,Automatic,2018,22.48,187.74,400,18,50,38.75,DelhiNCR,HR26,Jul,2018
Skoda,Fabia 1.2 MPI Classic,Comprehensive,Petrol,5,"70,000",First Owner,1198,Manual,2011,17.5,70 bhp at 5400 ,108 Nm at 3000 r,14,75,2.1,DelhiNCR,DL4C,Mar,2011
Tata,Punch Accomplished,Third Party insurance,Petrol,5,"18,000",First Owner,1199,Manual,2022,20.09,117.74,115,,15,7.25,DelhiNCR,HR98,Feb,2022
Mahindra,XUV500 W10 AWD,Comprehensive,Diesel,7,"94,000",First Owner,2179,Manual,2017,16,140,330,17,60,11.49,DelhiNCR,DL6C,Jan,2017
MG,Hector Sharp CVT,Comprehensive,Petrol,5,"15,000",First Owner,1451,Automatic,2021,,141,250,18,20,18.95,DelhiNCR,CH01,Jul,2021
Ford,Ecosport 1.5 Petrol Titanium Plus BSIV,Third Party insurance,Petrol,5,"36,000",First Owner,1497,Manual,2018,17,121.36,150,16,50,7.75,DelhiNCR,HR26,May,2018
Renault,Duster 110PS Diesel RxL Explore,Comprehensive,Diesel,5,"23,000",First Owner,1461,Manual,2016,19.64,108.45,245,,70,5.35,DelhiNCR,DL3C,Jun,2016
Toyota,Innova Crysta 2.4 ZX 7 STR AT,Third Party insurance,Diesel,7,"80,000",First Owner,2393,Automatic,2021,12,148,360,17,20,24.0,DelhiNCR,,Mar,2021
Mini,3 DOOR John Cooper Works 2019-2020,Comprehensive,Petrol,4,"40,000",Second Owner,1998,Automatic,2017,16.47,231,320,17,60,32.5,DelhiNCR,UP32,Mar,2018
Maruti,Celerio VXI CNG,Third Party,CNG,5,"55,091",First Owner,998,Manual,2021,35.6 ,55.92,82.1,,20,5.61,DelhiNCR,HR13,Jun,2021
Hyundai,Grand i10 Nios Magna CNG,Third Party,CNG,5,"11,638",First Owner,1197,Manual,2021,,68.05,95.2,,20,7.32,DelhiNCR,UP14,Jun,2021
Renault,KWID RXL BSIV,Third Party,Petrol,5,"25,430",Second Owner,799,Manual,2019,25.17,53.3,72,,40,3.5,DelhiNCR,HR07,Jun,2019
Land,Rover Range Rover 4.4 Diesel LWB Autobiography,Third Party insurance,Diesel,5,"65,000",First Owner,4367,Automatic,2019,11.49,336,740,20,40,1.9,DelhiNCR,UP14,Jun,2019
Hyundai,Santro Sportz CNG BSIV,Comprehensive,CNG,5,"39,697",First Owner,1086,Manual,2019,30.48 ,58,84.33,,40,5.61,DelhiNCR,DL12,Jun,2019
Maruti,Ciaz 1.4 Alpha,Third Party,Petrol,5,"20,802",First Owner,1373,Manual,2018,20.73,91.1,130,16,50,8.47,DelhiNCR,UP16,Jun,2018
Renault,Triber RXZ,Third Party,Petrol,7,"3,039",First Owner,999,Manual,2022,20,71.01,96,,15,8.1,DelhiNCR,DL12,Jun,2022
Honda,City i-VTEC V,Comprehensive,Petrol,5,"16,000",First Owner,1497,Manual,2021,17.4,117.6,145,15,20,11.9,DelhiNCR,HR98,Oct,2021
Maruti,Vitara Brezza VDi Option,Third Party,Diesel,5,"42,576",First Owner,1248,Manual,2018,24.3,88.5,200,,50,7.42,DelhiNCR,DL3C,Jun,2018
Ford,Ecosport 1.5 Diesel Titanium Plus,Third Party insurance,Diesel,5,"42,500",First Owner,1498,Manual,2018,21.7,98.96,215,R16,50,8.75,DelhiNCR,DL10,Jun,2018
Maruti,Ciaz Delta BSIV,Comprehensive,Petrol,5,"21,500",First Owner,1462,Manual,2019,21.56,103.25,138,15,40,8.15,DelhiNCR,DL4C,Jul,2019
Land,Rover Range Rover Sport Supercharged V8 (Petrol),Third Party insurance,Petrol,5,"90,000",Second Owner,4999,Automatic,2009,22.8,503,625,20,75,19.25,DelhiNCR,MH02,Jul,2009
Honda,Brio S MT,Comprehensive,Petrol,5,"54,000",First Owner,1198,Manual,2013,19.4,86.8,109,,75,2.65,DelhiNCR,DL4C,May,2013
Volkswagen,Polo 1.2 MPI Highline,Third Party,Petrol,5,"80,000",First Owner,1199,Manual,2016,16.2,74,110,15,70,4.75,DelhiNCR,DL14,Jul,2016
Maruti,Baleno 1.2 Delta,Third Party insurance,Petrol,5,"63,000",First Owner,1197,Manual,2018,21.4,83.1,115,,50,5.9,DelhiNCR,DL12,Aug,2018
Audi,Q5 30 TDI quattro Premium Plus,Comprehensive,Diesel,5,"80,000",Third Owner,1968,Automatic,2015,14.16,174.3,380,17,75,13.9,DelhiNCR,DL1C,Jul,2015
Chevrolet,Beat Diesel LS,Third Party,Diesel,5,"58,795",First Owner,936,Manual,2013,25.44,57.6,150,14,75,1.21,DelhiNCR,HR51,Aug,2013
BMW,X1 sDrive20i xLine,Zero Dep,Petrol,5,"2,383",First Owner,1998,Automatic,2021,14.82,189.08,280,17,20,40.0,DelhiNCR,DL3C,Jan,2022
Mahindra,Ssangyong Rexton RX7,Comprehensive,Diesel,7,"1,70,253",First Owner,2696,Automatic,2014,11.18,184,402,16,75,4.86,DelhiNCR,DL12,Feb,2014
BMW,5 Series 523i Sedan,Comprehensive,Petrol,5,"60,000",First Owner,2497,Automatic,2010,10.8,150 kW at 6300 ,250 Nm at 2750 r,17,75,10.5,DelhiNCR,HR26,Jul,2010
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"27,987",First Owner,1197,Manual,2018,21.4,83.1,115,,50,6.04,DelhiNCR,UP16,Jun,2018
Mahindra,Thar LX 4-Str Hard Top,Third Party,Petrol,4,"4,218",First Owner,1997,Manual,2021,15.2,150,300,18,20,14.75,DelhiNCR,HR26,Jun,2021
Renault,KWID 1.0 RXT AMT Opt,Third Party,Petrol,5,"10,292",First Owner,999,Automatic,2021,22,67,91,,20,5.04,DelhiNCR,DL3C,Jun,2021
Renault,KWID RXL BSIV,Third Party,Petrol,5,"25,430",Second Owner,799,Manual,2019,25.17,53.3,72,,40,3.5,DelhiNCR,HR07,Jun,2019
Land,Rover Range Rover 4.4 Diesel LWB Autobiography,Third Party insurance,Diesel,5,"65,000",First Owner,4367,Automatic,2019,11.49,336,740,20,40,1.9,DelhiNCR,UP14,Jun,2019
Hyundai,Santro Sportz CNG BSIV,Comprehensive,CNG,5,"39,697",First Owner,1086,Manual,2019,30.48 ,58,84.33,,40,5.61,DelhiNCR,DL12,Jun,2019
Maruti,Ciaz 1.4 Alpha,Third Party,Petrol,5,"20,802",First Owner,1373,Manual,2018,20.73,91.1,130,16,50,8.47,DelhiNCR,UP16,Jun,2018
Renault,Triber RXZ,Third Party,Petrol,7,"3,039",First Owner,999,Manual,2022,20,71.01,96,,15,8.1,DelhiNCR,DL12,Jun,2022
Honda,City i-VTEC V,Comprehensive,Petrol,5,"16,000",First Owner,1497,Manual,2021,17.4,117.6,145,15,20,11.9,DelhiNCR,HR98,Oct,2021
Maruti,Vitara Brezza VDi Option,Third Party,Diesel,5,"42,576",First Owner,1248,Manual,2018,24.3,88.5,200,,50,7.42,DelhiNCR,DL3C,Jun,2018
Ford,Ecosport 1.5 Diesel Titanium Plus,Third Party insurance,Diesel,5,"42,500",First Owner,1498,Manual,2018,21.7,98.96,215,R16,50,8.75,DelhiNCR,DL10,Jun,2018
Maruti,Ciaz Delta BSIV,Comprehensive,Petrol,5,"21,500",First Owner,1462,Manual,2019,21.56,103.25,138,15,40,8.15,DelhiNCR,DL4C,Jul,2019
Land,Rover Range Rover Sport Supercharged V8 (Petrol),Third Party insurance,Petrol,5,"90,000",Second Owner,4999,Automatic,2009,22.8,503,625,20,75,19.25,DelhiNCR,MH02,Jul,2009
Honda,Brio S MT,Comprehensive,Petrol,5,"54,000",First Owner,1198,Manual,2013,19.4,86.8,109,,75,2.65,DelhiNCR,DL4C,May,2013
Volkswagen,Polo 1.2 MPI Highline,Third Party,Petrol,5,"80,000",First Owner,1199,Manual,2016,16.2,74,110,15,70,4.75,DelhiNCR,DL14,Jul,2016
Maruti,Baleno 1.2 Delta,Third Party insurance,Petrol,5,"63,000",First Owner,1197,Manual,2018,21.4,83.1,115,,50,5.9,DelhiNCR,DL12,Aug,2018
Audi,Q5 30 TDI quattro Premium Plus,Comprehensive,Diesel,5,"80,000",Third Owner,1968,Automatic,2015,14.16,174.3,380,17,75,13.9,DelhiNCR,DL1C,Jul,2015
Chevrolet,Beat Diesel LS,Third Party,Diesel,5,"58,795",First Owner,936,Manual,2013,25.44,57.6,150,14,75,1.21,DelhiNCR,HR51,Aug,2013
BMW,X1 sDrive20i xLine,Zero Dep,Petrol,5,"2,383",First Owner,1998,Automatic,2021,14.82,189.08,280,17,20,40.0,DelhiNCR,DL3C,Jan,2022
Mahindra,Ssangyong Rexton RX7,Comprehensive,Diesel,7,"1,70,253",First Owner,2696,Automatic,2014,11.18,184,402,16,75,4.86,DelhiNCR,DL12,Feb,2014
BMW,5 Series 523i Sedan,Comprehensive,Petrol,5,"60,000",First Owner,2497,Automatic,2010,10.8,150 kW at 6300 ,250 Nm at 2750 r,17,75,10.5,DelhiNCR,HR26,Jul,2010
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"27,987",First Owner,1197,Manual,2018,21.4,83.1,115,,50,6.04,DelhiNCR,UP16,Jun,2018
Mahindra,Thar LX 4-Str Hard Top,Third Party,Petrol,4,"4,218",First Owner,1997,Manual,2021,15.2,150,300,18,20,14.75,DelhiNCR,HR26,Jun,2021
Renault,KWID 1.0 RXT AMT Opt,Third Party,Petrol,5,"10,292",First Owner,999,Automatic,2021,22,67,91,,20,5.04,DelhiNCR,DL3C,Jun,2021
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"37,022",First Owner,998,Manual,2018,26.6,58.16,77,,50,4.35,DelhiNCR,HR26,Jun,2018
Maruti,S-Presso VXI CNG 2019-2020,Third Party,CNG,4,"68,533",First Owner,998,Manual,2020,31.2,58.33,78,,30,4.01,DelhiNCR,HR72,Jun,2020
Mercedes-Benz,GLE 43 AMG Coupe,Comprehensive,Petrol,5,"23,000",First Owner,2996,Automatic,2019,8.9,384.87,520,21,40,78.0,DelhiNCR,DL01,Aug,2019
Maruti,Alto 800 LXI,Third Party insurance,Petrol,5,"30,000",First Owner,796,Manual,2016,24.7,47.3,69,,70,2.25,DelhiNCR,,Mar,2016
Maruti,Baleno Delta CVT,Comprehensive,Petrol,5,"47,123",First Owner,1197,Automatic,2019,19.56,81.80,113,,40,7.25,DelhiNCR,DL12,Jul,2019
Audi,Q7 35 TDI Quattro Technology,Comprehensive,Diesel,7,"50,123",Second Owner,2967,Automatic,2014,12.07,241.4,550,18,75,21.5,DelhiNCR,DL12,Oct,2014
Porsche,718 Boxster,Comprehensive,Petrol,2,"10,000",Second Owner,1988,Automatic,2019,9,295,380,18,40,95.0,DelhiNCR,HP01,Nov,2019
Audi,Q3 35 TDI Quattro Premium Plus,Comprehensive,Diesel,5,"70,123",First Owner,1968,Automatic,2015,15.73,174.33,380,17,75,16.75,DelhiNCR,DL12,Dec,2015
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"24,123",Second Owner,1591,Automatic,2018,13,121.3,151,17,50,10.99,DelhiNCR,HR26,Apr,2018
Tata,New Safari XZ Plus 6 Str Adventure Edition,Comprehensive,Diesel,6,"5,123",First Owner,1956,Manual,2022,16.14,167.67,350,18,15,21.99,DelhiNCR,UP14,Dec,2022
Mercedes-Benz,CLA 200 CGI Sport,Third Party insurance,Petrol,5,"42,000",Third Owner,1991,Automatic,2016,15.04,183,300,17,70,22.0,DelhiNCR,DL9C,Mar,2016
Hyundai,Creta 1.4 E Plus,Third Party,Diesel,5,"92,888",Second Owner,1396,Manual,2018,22.1,88.7,219.7,,50,8.52,DelhiNCR,UP16,Jun,2018
Maruti,Baleno Zeta CVT,Third Party,Petrol,5,"35,049",Second Owner,1197,Automatic,2020,19.56,81.80,113,R16,30,7.58,DelhiNCR,UP16,Jun,2020
Mahindra,Thar LX 4-Str Hard Top Diesel,Third Party,Diesel,4,"16,599",Second Owner,2184,Manual,2021,15.2,130,300,18,20,15.0,DelhiNCR,HR24,Jun,2021
Honda,City i DTEC SV,Third Party,Diesel,5,"84,575",First Owner,1498,Manual,2014,26,98.6,200,,75,3.5,DelhiNCR,HR26,Dec,2014
Hyundai,Verna 1.6 SX,Third Party,Diesel,5,"1,06,126",First Owner,1582,Manual,2014,22.32,126.32,259.8,16,75,4.25,DelhiNCR,HR26,Sept,2014
Tata,New Safari XZA Plus AT,Comprehensive,Diesel,7,"50,123",First Owner,1956,Automatic,2021,14.08,167.67,350,18,20,20.5,DelhiNCR,DL10,Oct,2021
BMW,3 Series GT Luxury Line,Comprehensive,Diesel,5,"50,123",First Owner,1995,Automatic,2016,21.76,188,400,18,70,22.99,DelhiNCR,DL12,Jun,2016
Mercedes-Benz,E-Class E250 CDI Avantgrade,Third Party insurance,Diesel,5,"76,000",First Owner,2143,Automatic,2014,13,201.1,500,17,75,13.9,DelhiNCR,DL4C,Jun,2014
Maruti,Wagon R VXI BSIII,Third Party,Petrol,5,"22,626",First Owner,998,Manual,2011,18.9,67.1,90,14,75,2.39,DelhiNCR,DL8C,Jun,2011
Maruti,Baleno Alpha,Third Party,Petrol,5,"10,857",First Owner,1197,Manual,2020,21.01,81.80,113,R16,30,7.68,DelhiNCR,HR26,Jun,2020
Honda,WR-V i-VTEC S,Comprehensive,Petrol,5,"27,116",First Owner,1199,Manual,2018,17.5,88.7,110,16,50,6.7,DelhiNCR,HR36,Jun,2018
Toyota,Corolla Altis D-4D J,Comprehensive,Diesel,5,"80,000",First Owner,1364,Manual,2016,21.43,87.2,205,,70,8.9,DelhiNCR,UP16,Sept,2016
Maruti,Vitara Brezza ZDi,Third Party,Diesel,5,"47,995",First Owner,1248,Manual,2019,24.3,88.5,200,16,40,8.43,DelhiNCR,UP14,Jun,2019
Mahindra,Thar LX 4-Str Hard Top Diesel,Third Party,Diesel,4,"17,179",First Owner,2184,Manual,2021,15.2,130,300,18,20,15.51,DelhiNCR,HR51,Jun,2021
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"30,638",First Owner,998,Manual,2019,26.6,58.16,77,,40,5.55,DelhiNCR,HR26,Jun,2019
Maserati,Ghibli Diesel BSIV,Comprehensive,Diesel,5,"12,000",First Owner,2987,Automatic,2016,20.41,271,600,18,70,59.9,DelhiNCR,UK01,Aug,2016
Hyundai,i20 1.2 Magna Executive,Comprehensive,Petrol,5,"78,388",First Owner,1197,Manual,2018,18.6,81.83,114.7,,50,5.73,DelhiNCR,HR36,Jun,2018
Audi,Q5 3.0 TDI Quattro Technology,Comprehensive,Diesel,5,"18,001",First Owner,2967,Automatic,2016,13.22,241.4,580,18,70,25.5,DelhiNCR,DL10,Jul,2016
Maruti,Swift Dzire ZXI 1.2 BS IV,Comprehensive,Petrol,5,"59,435",First Owner,1197,Manual,2015,22,81.80,113,15,75,5.0,DelhiNCR,UP15,Apr,2015
Mitsubishi,Pajero Sport 4X4,Comprehensive,Diesel,7,"85,000",First Owner,2477,Manual,2014,13.5,175.56,400,17,75,9.9,DelhiNCR,UP16,Nov,2014
Toyota,Yaris V,Third Party insurance,Petrol,5,"33,000",First Owner,1496,Manual,2019,17.1,105.5,140,15,40,8.75,DelhiNCR,HR26,Mar,2019
BMW,X3 xDrive 20d xLine,Comprehensive,Diesel,5,"36,000",First Owner,1995,Automatic,2017,18.56,187.7,400,19,60,28.75,DelhiNCR,DL9C,Aug,2017
MG,Hector Plus Sharp CVT,Comprehensive,Petrol,6,"13,000",First Owner,1451,Automatic,2021,16.56,141,250,18,20,19.5,DelhiNCR,DL8C,Feb,2021
MG,Hector Plus Sharp DCT,Comprehensive,Petrol,6,"11,000",Second Owner,1451,Automatic,2021,11.67,141,250,R18,20,17.95,DelhiNCR,HR26,Apr,2021
Hyundai,Grand i10 Sportz,Not Available,Petrol,5,"1,36,482",First Owner,1197,Manual,2014,18.9,82,114,,75,3.0,DelhiNCR,DL10,May,2014
Tata,Manza Aqua Safire,Not Available,Petrol,5,"1,23,675",First Owner,1368,Manual,2010,15,90,116 ,15,75,0.96649,DelhiNCR,DL9C,Feb,2010
Audi,A6 2.0 TDI,Comprehensive,Diesel,5,"81,368",First Owner,1968,Automatic,2013,17.68,174.33,380,17,75,12.0,DelhiNCR,DL1C,Jan,2014
Mercedes-Benz,Maybach S-Class S580,Comprehensive,Petrol,4,"6,000",First Owner,3982,Automatic,2022,,496.17,700,R19,15,2.83,DelhiNCR,HR01,Jun,2022
Maruti,Swift LXI,Third Party,Petrol,5,"1,955",Second Owner,1197,Manual,2019,21.21,81.80,113,,40,5.48,DelhiNCR,HR51,Jun,2019
Renault,KWID 1.0 RXT Optional,Comprehensive,Petrol,5,"41,361",First Owner,999,Manual,2018,23.01,67,91,,50,3.58,DelhiNCR,DL8C,Jun,2018
Hyundai,Creta 1.6 CRDi AT SX Plus,Third Party,Diesel,5,"43,808",First Owner,1582,Automatic,2020,17.01,126.2,259.9,17,30,14.46,DelhiNCR,UP16,Jun,2020
Maruti,Baleno Zeta,Comprehensive,Petrol,5,"18,000",First Owner,1197,Manual,2020,21.01,81.80,113,R16,30,7.15,DelhiNCR,DL8C,Jul,2020
Maruti,Ignis 1.2 AMT Zeta BSIV,Third Party,Petrol,5,"38,853",Second Owner,1197,Automatic,2017,20.89,81.80,113,15,60,5.4,DelhiNCR,HR29,Jun,2017
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"48,711",First Owner,1197,Manual,2017,20.85,83.14,115,,60,5.52,DelhiNCR,HR26,Jun,2017
Hyundai,Creta 1.6 SX Automatic,Third Party,Petrol,5,"25,927",Second Owner,1591,Automatic,2019,14.8,121.3,151,17,40,12.2,DelhiNCR,HR26,Jun,2019
Ford,Endeavour 3.2 Titanium AT 4X4,Comprehensive,Diesel,7,"59,000",First Owner,3198,Automatic,2019,10.91,197,470,18,40,30.0,DelhiNCR,HP52,Aug,2019
Maruti,Celerio VXI CNG BSIV,Third Party,CNG,5,"48,055",Second Owner,998,Manual,2017,31.79,58.33,78,,60,4.16,DelhiNCR,DL3C,Jun,2017
MG,Hector Sharp DCT,Comprehensive,Petrol,5,"25,000",First Owner,1451,Automatic,2021,,141,250,R18,20,18.0,DelhiNCR,HR02,Jan,2021
Mahindra,Scorpio S6 Plus 8 Seater,Comprehensive,Diesel,8,"96,145",First Owner,2179,Manual,2016,15.4,120,280,,70,9.0,DelhiNCR,DL12,Oct,2016
Toyota,Fortuner 4x2 AT,Comprehensive,Diesel,7,"95,000",First Owner,2982,Automatic,2014,12.55,168.5,360,17,75,14.2,DelhiNCR,DL2C,Mar,2014
Ford,Ecosport 1.5 Ti VCT MT Trend BSIV,Not Available,Petrol,5,"21,802",First Owner,1499,Manual,2017,15.85,110.4,140,,60,5.0,DelhiNCR,DL10,Jun,2017
Toyota,Corolla Altis 1.8 J,Comprehensive,Petrol,5,"66,301",Second Owner,1798,Manual,2011,14.53,138,173,15,75,2.76,DelhiNCR,DL8C,May,2011
