Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Depreciation Rate (in %),Price (in lacs),City,RTO,Registration Month,Registration Year
Audi,Q7 3.0 TDI Quattro Premium Plus,Third Party insurance,Diesel,7,"98,000",Second Owner,2967,Automatic,2014,12.07,241.4,550,18,75,19.74,Mumbai,MH43,May,2014
Honda,City i VTEC CVT SV,Third Party,Petrol,5,"61,227",Second Owner,1497,Automatic,2016,18,117.3,145,,70,5.67,Mumbai,MH02,Jun,2016
Ford,Aspire Titanium Plus BSIV,Third Party,Petrol,5,"31,103",First Owner,1194,Manual,2019,19.4,94.93,120,15,40,6.09,Mumbai,MH03,Jun,2019
Maruti,Baleno Delta,Third Party,Petrol,5,"21,742",First Owner,1197,Manual,2019,21.01,81.80,113,,40,6.11,Mumbai,MH03,Jun,2019
Hyundai,Verna SX IVT Opt,Comprehensive,Petrol,5,"9,500",First Owner,1497,Automatic,2021,18.45,113.18,143.8,16,20,13.21,Mumbai,MH01,Jul,2021
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"20,677",Second Owner,1197,Manual,2016,18.6,81.83,114.7,,70,5.44,Mumbai,MH04,Jun,2016
Honda,City i-VTEC CVT VX,Comprehensive,Petrol,5,"19,589",First Owner,1497,Automatic,2018,18,117.6,145,16,50,10.25,Mumbai,MH47,Feb,2018
Toyota,Fortuner 4x2 AT,Comprehensive,Diesel,7,"1,45,000",Second Owner,2982,Automatic,2014,12.55,168.5,360,17,75,14.25,Mumbai,MH02,Aug,2014
Mahindra,Ssangyong Rexton RX7,Third Party,Diesel,7,"70,000",First Owner,2696,Automatic,2014,11.18,184,402,16,75,7.75,Mumbai,MH03,Jul,2014
BMW,X1 sDrive 20d xLine,Comprehensive,Diesel,5,"60,400",Second Owner,1995,Automatic,2016,20.68,188,400,17,70,19.75,Mumbai,MH01,May,2016
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"65,000",First Owner,1591,Automatic,2018,13,121.3,151,17,50,9.91,Mumbai,MH02,Apr,2018
Toyota,Innova Crysta 2.8 GX AT 8S BSIV,Third Party insurance,Diesel,8,"60,000",First Owner,2755,Automatic,2018,11.36,171.5,360,16,50,19.0,Mumbai,MH47,Aug,2018
Maruti,Vitara Brezza ZDi Plus,Comprehensive,Diesel,5,"79,000",Third Owner,1248,Manual,2018,24.3,88.5,200,16,50,7.4,Mumbai,MH47,Mar,2018
BMW,3 Series 320d Sport Line,Third Party insurance,Diesel,5,"61,300",First Owner,1995,Automatic,2015,18.88,184,380,17,75,16.95,Mumbai,MH46,Jan,2015
Tata,Nexon EV Prime XZ Plus Dark Edition,Third Party insurance,Electric,5,"3,900",First Owner,0,Automatic,2022,,127,245,16,15,15.45,Mumbai,MH04,Jul,2022
Hyundai,i20 Asta,Comprehensive,Petrol,5,900,First Owner,1197,Manual,2022,21,81.80,114.74,16,15,9.45,Mumbai,MH03,Oct,2022
Maruti,Swift Dzire VXI 1.2,Comprehensive,Petrol,5,"30,310",First Owner,1197,Manual,2018,21.21,81.80,113,,50,6.63,Mumbai,MH04,Jun,2018
Maruti,Swift VXI,Comprehensive,Petrol,5,"47,213",First Owner,1197,Manual,2017,21.21,81.80,113,,60,4.85,Mumbai,MH43,Jun,2017
Tata,Tiago XZ Plus CNG,Third Party,CNG,5,"14,463",First Owner,1199,Manual,2022,26.49 ,72,95,,15,7.38,Mumbai,MH48,Jun,2022
Land,Rover Range Rover Evoque 2.2L Dynamic,Comprehensive,Diesel,5,"68,000",Second Owner,2179,Automatic,2012,12.7,187.7,420,18,75,18.65,Mumbai,MH02,Mar,2012
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"21,655",First Owner,1197,Manual,2016,18.6,81.83,114.7,,70,5.06,Mumbai,MH04,Jun,2016
Maruti,Celerio VXI CNG Optional,Third Party,CNG,5,"49,870",First Owner,998,Manual,2020,30.47 ,58.33,78,,30,5.85,Mumbai,MH43,Jun,2020
Land,Rover Defender 2.0 110 HSE,Zero Dep,Petrol,7,"12,500",First Owner,1997,Automatic,2022,,296.3,400,20,15,1.4,Mumbai,MH40,Jan,2022
Hyundai,i20 Asta 1.2,Third Party,Petrol,5,"28,339",Second Owner,1197,Manual,2017,18.6,81.83,114.7,16,60,5.85,Mumbai,MH04,Jun,2017
Maruti,Ignis 1.2 AMT Zeta BSIV,Comprehensive,Petrol,5,"27,000",First Owner,1197,Automatic,2017,20.89,81.80,113,15,60,5.85,Mumbai,MH01,Nov,2017
Maruti,Wagon R LXI,Third Party,Petrol,5,"10,204",First Owner,998,Manual,2017,21.79,67.05,90,,60,3.95,Mumbai,MH48,Jun,2017
Skoda,Kushaq 1.0 TSI Style 6 Airbags AT,Comprehensive,Petrol,5,"9,000",First Owner,999,Automatic,2021,17.2,113.98,178,17,20,17.5,Mumbai,MH04,Apr,2021
Hyundai,i20 1.2 Magna,Third Party insurance,Petrol,5,"59,000",Second Owner,1197,Manual,2012,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,75,2.66,Mumbai,MH01,Sept,2012
Mahindra,Scorpio S9,Third Party insurance,Diesel,7,"36,000",First Owner,2179,Manual,2020,,136.78,319,,30,15.25,Mumbai,MH48,Nov,2020
Hyundai,i20 Sportz AT 1.4,Third Party insurance,Petrol,5,"22,000",First Owner,1396,Automatic,2012,15,98.6,136.3,14,75,4.15,Mumbai,MH02,Aug,2012
Maruti,Ertiga VXI CNG,Comprehensive,CNG,7,"62,000",First Owner,1373,Manual,2015,22.8,80.9,110,,75,6.85,Mumbai,MH10,May,2015
Maruti,Swift Dzire VXi,Third Party,Petrol,5,"97,661",First Owner,1298,Manual,2009,17.5,85.8,114,14,75,1.75,Mumbai,MH03,Mar,2009
Toyota,Fortuner 4x2 AT,Comprehensive,Diesel,7,"1,20,247",First Owner,2982,Automatic,2013,12.55,168.5,360,17,75,15.0,Mumbai,MH04,Apr,2013
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"17,430",First Owner,1197,Manual,2018,21.4,83.1,115,16,50,6.5,Mumbai,MH47,Aug,2018
Hyundai,i20 Sportz Turbo iMT,Comprehensive,Petrol,5,"18,300",First Owner,998,Manual,2021,20,118.36,171.62,,20,8.6,Mumbai,MH01,Aug,2021
Maruti,Baleno 1.2 CVT Zeta,Third Party,Petrol,5,"46,770",First Owner,1197,Automatic,2016,21.4,83.1,115,16,70,6.4,Mumbai,MH47,Jun,2016
Hyundai,Grand i10 AT Asta,Comprehensive,Petrol,5,"63,144",Third Owner,1197,Automatic,2015,18.9,82,114,14,75,4.2,Mumbai,MH06,Apr,2015
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"55,476",Second Owner,998,Manual,2018,26.6,58.16,77,,50,4.38,Mumbai,MH04,Jun,2018
Hyundai,i20 1.2 Asta Option,Third Party insurance,Petrol,5,"43,197",First Owner,1197,Manual,2017,18.6,81.83,114.7,16,60,6.75,Mumbai,MH03,Nov,2017
Volkswagen,Ameo 1.2 MPI Highline,Third Party,Petrol,5,"31,724",First Owner,1198,Manual,2017,17,73.75,110,15,60,5.15,Mumbai,MH01,Jun,2017
Hyundai,Grand i10 Asta,Third Party,Petrol,5,"18,944",First Owner,1197,Manual,2016,18.9,82,114,14,70,5.58,Mumbai,MH02,Jun,2016
Ford,Ecosport 1.5 Petrol Titanium BSIV,Third Party,Petrol,5,"56,471",First Owner,1497,Manual,2017,17,121.31,150,16,60,6.35,Mumbai,MH43,Jun,2017
MG,ZS EV Exclusive,Comprehensive,Electric,5,"7,500",First Owner,0,Automatic,2021,,140.8,350,17,20,23.0,Mumbai,MH02,Mar,2021
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"57,606",First Owner,998,Manual,2017,26.6,58.16,77,,60,4.21,Mumbai,MH47,Jun,2017
Hyundai,Grand i10 Nios Sportz,Zero Dep,Petrol,5,"6,667",First Owner,1197,Manual,2021,20.7,81.86,113.8,14,20,6.8,Mumbai,MH14,Aug,2021
Honda,City 1.5 S MT,Not Available,Petrol,5,"75,539",First Owner,1497,Manual,2010,17,"118PS at 6,600 ",146Nm at 4800 r,15,75,2.5,Mumbai,CH01,Jan,2011
Mini,Cooper Convertible S,Comprehensive,Petrol,4,"2,100",First Owner,1998,Automatic,2022,16.72,189.08,280,16,15,54.0,Mumbai,MH05,Mar,2022
Hyundai,Santro Xing GL,Not Available,Petrol,5,"48,617",Second Owner,1086,Manual,2010,,62,96.1,13,75,1.2,Mumbai,MH12,Jan,2011
Maruti,Ertiga VDI,Comprehensive,Diesel,7,"1,46,570",First Owner,1248,Manual,2012,20.77,88.76,200,,75,4.5,Mumbai,MH01,Jun,2012
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,Comprehensive,Diesel,8,"2,05,229",First Owner,2494,Manual,2015,12.99,100.6,200,,75,8.0,Mumbai,MH02,Jul,2015
Maruti,A-Star AT VXI,Comprehensive,Petrol,5,"30,500",Second Owner,998,Automatic,2012,16.98,66.1,90,13,75,2.45,Mumbai,MH43,Aug,2012
Honda,Civic 1.8 S MT,Third Party insurance,Petrol,5,"59,000",Second Owner,1799,Manual,2010,13.5,130,172,15,75,2.45,Mumbai,MH43,May,2010
Ford,Fiesta Petrol Titanium,Third Party insurance,Petrol,5,"66,000",First Owner,1499,Manual,2012,17,10,140,15,75,2.35,Mumbai,MH04,Apr,2012
Audi,A4 2.0 TDI,Third Party insurance,Diesel,5,"50,000",Second Owner,1968,Automatic,2011,16.55,147.51,320,16,75,8.89,Mumbai,MH14,Nov,2012
Mercedes-Benz,GLE 250d,Comprehensive,Diesel,5,"97,000",First Owner,2143,Automatic,2016,17.9,201.15,500,19,70,33.5,Mumbai,MH04,Apr,2016
Maruti,Celerio VXI CNG Optional BSIV,Third Party,CNG,5,"40,364",First Owner,998,Manual,2018,31.79,58.33,78,,50,5.01,Mumbai,MH05,Jun,2018
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"56,672",First Owner,998,Manual,2018,26.6,58.16,77,,50,4.64,Mumbai,MH03,Jun,2018
Maruti,Vitara Brezza VDi,1,Diesel,5,"35,785",First Owner,1248,Manual,2019,24.3,88.5,200,,40,8.75,Mumbai,MH43,Apr,2019
BMW,5 Series 530i Sport Line,Comprehensive,Petrol,5,"35,500",First Owner,1998,Automatic,2018,15.56,252,350,18,50,43.75,Mumbai,MH03,Sept,2018
Honda,Amaze S i-Vtech,Third Party,Petrol,5,"50,791",First Owner,1198,Manual,2013,18,86.7,109,,75,3.69,Mumbai,MH48,Jun,2013
Hyundai,i10 Sportz,Third Party insurance,Petrol,5,"1,13,970",Second Owner,1197,Manual,2013,20.36,78.9,111.8,13,75,2.65,Mumbai,MH43,Aug,2013
Hyundai,Santro Sportz Executive CNG,Third Party,CNG,5,"21,437",First Owner,1086,Manual,2021,30.48 ,59.18,85.32,,20,6.0,Mumbai,MH04,Jun,2021
Maruti,SX4 S Cross Zeta DDiS 200 SH,Comprehensive,Diesel,5,"70,257",First Owner,1248,Manual,2018,25.1,88.5,200,R16,50,8.29,Mumbai,MH03,Aug,2018
Ford,Ecosport 1.5 Petrol Titanium BSIV,Third Party,Petrol,5,"17,942",Second Owner,1497,Manual,2019,17,121.31,150,16,40,8.89,Mumbai,MH04,Jun,2019
Ford,Ecosport 1.5 DV5 MT Titanium Optional,Third Party,Diesel,5,"70,000",First Owner,1498,Manual,2014,22.7,89.84,204,16,75,5.35,Mumbai,MH02,Jan,2014
Maruti,Celerio ZXI AT,Comprehensive,Petrol,5,"4,000",First Owner,998,Automatic,2016,23.1,67.04,90,,70,4.5,Mumbai,MH47,Dec,2016
Maruti,SX4 S Cross Alpha AT,Comprehensive,Petrol,5,"18,025",First Owner,1462,Automatic,2021,18.43,103.25,138,16,20,11.25,Mumbai,MH02,Apr,2021
Maruti,Ciaz 1.4 AT Alpha,Zero Dep,Petrol,5,"39,127",First Owner,1373,Automatic,2018,19.12,91.1,130,16,50,7.5,Mumbai,MH04,Mar,2018
Audi,A4 2.0 TDI,Third Party insurance,Diesel,5,"78,149",Second Owner,1968,Automatic,2012,16.55,147.51,320,16,75,9.5,Mumbai,MH02,Mar,2012
Honda,City i-VTEC CVT V,Third Party insurance,Petrol,5,"21,540",First Owner,1497,Automatic,2018,18,117.6,145,15,50,8.99,Mumbai,MH01,May,2018
Maruti,Wagon R CNG LXI Opt,Third Party insurance,CNG,5,"30,000",First Owner,998,Manual,2021,32.52,58.33,78,,20,5.8,Mumbai,,Mar,2021
Hyundai,i20 1.2 Magna,Comprehensive,Petrol,5,"77,344",First Owner,1197,Manual,2011,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,75,2.75,Mumbai,MH14,Nov,2011
Volkswagen,Polo Petrol Comfortline 1.2L,Comprehensive,Petrol,5,"51,066",Second Owner,1198,Manual,2011,16.47,73.9,110,15,75,2.7,Mumbai,MH43,Apr,2011
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party insurance,Petrol,5,"52,936",First Owner,1591,Automatic,2018,13,121.3,151,17,50,10.49,Mumbai,MH02,Jan,2018
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"35,250",First Owner,998,Manual,2018,26.6,58.16,77,,50,4.59,Mumbai,MH04,Jun,2018
Hyundai,Verna VTVT 1.6 SX,Third Party,Petrol,5,"32,093",Second Owner,1591,Manual,2019,17,121.3,151,16,40,8.91,Mumbai,MH04,Jun,2019
Maruti,Celerio VXI CNG BSIV,Third Party,CNG,5,"38,528",First Owner,998,Manual,2019,31.79,58.33,78,,40,5.28,Mumbai,MH05,Jun,2019
Volkswagen,Vento 1.0 TSI Highline Plus AT,Comprehensive,Petrol,5,"30,200",First Owner,999,Automatic,2020,16.35,108.62,175,16,30,10.75,Mumbai,MH02,Oct,2020
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"36,796",Second Owner,998,Manual,2017,26.6,58.16,77,,60,4.01,Mumbai,MH43,Jun,2017
Hyundai,Venue SX Plus Turbo DCT BSIV,Third Party,Petrol,5,"36,198",Second Owner,998,Automatic,2020,18.15,118.35,171.6,16,30,10.57,Mumbai,MH47,Jun,2020
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"21,982",First Owner,1197,Manual,2016,18.9,82,114,,70,4.69,Mumbai,MH02,Jun,2016
Maruti,Baleno Alpha,Comprehensive,Petrol,5,"38,000",First Owner,1197,Manual,2018,22.35,88.50,113,16,50,6.35,Mumbai,MH02,Mar,2018
Maruti,Wagon R CNG LXI Opt,Third Party,CNG,5,"60,042",First Owner,998,Manual,2021,32.52,58.33,78,,20,5.89,Mumbai,MH48,Jun,2021
Volkswagen,Polo Exquisite 1.2 MPI Highline,Not Available,Petrol,5,"30,900",Second Owner,1198,Manual,2015,16.47,74,110,15,75,4.15,Mumbai,MH46,Feb,2016
Mini,Cooper D High,Third Party insurance,Diesel,5,"22,536",First Owner,1998,Automatic,2014,23.8,112,270,16,75,17.3,Mumbai,MH12,Jul,2014
Toyota,Fortuner Legender 4x4 AT,Comprehensive,Diesel,7,"24,000",First Owner,2755,Automatic,2021,,201.15,500,18,20,48.5,Mumbai,MH10,Nov,2021
Ford,Ecosport 1.5 Petrol Titanium AT,Comprehensive,Petrol,5,"36,103",First Owner,1496,Automatic,2018,14.7,120.69,149,R16,50,8.25,Mumbai,MH01,May,2018
Maruti,Wagon R LXI CNG,Third Party insurance,CNG,5,"68,000",Second Owner,998,Manual,2013,26.6,58.16,77,,75,3.1,Mumbai,MH02,Mar,2013
Maruti,Ertiga VXI CNG,Third Party,CNG,7,"47,757",Second Owner,1462,Manual,2014,26.11 ,86.63,121.5,,75,6.15,Mumbai,MH43,Mar,2014
Honda,City i VTEC V,Comprehensive,Petrol,5,"40,000",First Owner,1497,Manual,2016,17.4,117.3,145,15,70,6.65,Mumbai,MH01,Feb,2016
Hyundai,Santro Sportz CNG BSIV,Not Available,CNG,5,"57,659",First Owner,1086,Manual,2019,30.48 ,58,84.33,,40,5.35,Mumbai,MH12,Jan,2019
Mahindra,XUV300 W8 AMT Diesel BSIV,Third Party insurance,Diesel,5,"43,875",First Owner,1497,Automatic,2019,17,115,300,17,40,11.49,Mumbai,MH04,Oct,2019
Hyundai,i20 Magna,Comprehensive,Petrol,5,"19,367",First Owner,1197,Manual,2013,18.5,82.85,113.7,14,75,3.5,Mumbai,MH14,Aug,2013
Hyundai,i20 Asta Option 1.2,Comprehensive,Petrol,5,"26,025",First Owner,1197,Manual,2014,18.6,81.83,114.7,16,75,5.55,Mumbai,MH02,Apr,2014
Jeep,Compass 1.4 Limited Option,Third Party,Petrol,5,"75,386",First Owner,1368,Automatic,2018,16,160,250,17,50,13.44,Mumbai,MH05,Jun,2018
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"19,899",First Owner,1197,Manual,2016,18.9,82,114,,70,4.82,Mumbai,MH05,Jun,2016
Maruti,Ignis 1.2 Delta BSIV,Third Party,Petrol,5,"31,976",First Owner,1197,Manual,2019,20.89,81.80,113,,40,5.1,Mumbai,MH04,Jun,2019
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"55,227",First Owner,1197,Manual,2017,18.9,82,114,,60,4.29,Mumbai,MH48,May,2017
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"61,025",First Owner,1197,Manual,2014,18.6,81.83,114.7,,75,5.07,Mumbai,MH03,Jun,2014
Hyundai,i20 Magna 1.2,Comprehensive,Petrol,5,"28,650",Second Owner,1197,Manual,2016,18.6,81.83,114.7,,70,5.35,Mumbai,MH01,Jun,2016
Hyundai,Santro Sportz AMT BSIV,Comprehensive,Petrol,5,"13,754",First Owner,1086,Automatic,2019,20.3,68,99,,40,5.12,Mumbai,MH04,Jun,2019
Renault,Triber RXT EASY-R AMT,Comprehensive,Petrol,7,"7,000",First Owner,999,Automatic,2020,18.2,71.01,96,,30,6.95,Mumbai,MH01,Jul,2020
Skoda,Octavia Elegance 1.8 TSI AT,Third Party,Petrol,5,"82,141",First Owner,1798,Automatic,2014,14.7,177.5,250,16,75,9.02,Mumbai,MH48,Jun,2014
Renault,Triber RXZ EASY-R AMT,Comprehensive,Petrol,7,"13,623",First Owner,999,Automatic,2020,18.2,71.01,96,,30,7.35,Mumbai,MH04,Dec,2020
Hyundai,Santro Sportz,Third Party,Petrol,5,"7,046",First Owner,1086,Manual,2022,20.3,68.05,99,,15,6.0,Mumbai,MH12,Mar,2022
Hyundai,Elantra SX AT,Comprehensive,Petrol,5,"70,000",Third Owner,1797,Automatic,2014,14.5,147.5,177.5,16,75,5.0,Mumbai,MH02,Aug,2014
Honda,City i-VTEC CVT ZX,Not Available,Petrol,5,"69,937",First Owner,1497,Automatic,2019,18,117.6,145,16,40,9.25,Mumbai,MH12,Mar,2019
Kia,Seltos HTK Plus AT D,Third Party,Diesel,5,"40,837",First Owner,1493,Automatic,2020,17.8,113.42,250,R16,30,16.65,Mumbai,MH47,Sept,2020
Nissan,Micra XV,Comprehensive,Petrol,5,"40,362",Second Owner,1198,Manual,2010,18.06,75,104,14,75,2.0,Mumbai,MH04,Sept,2010
Toyota,Innova Crysta 2.4 ZX 7 STR AT,Comprehensive,Diesel,7,"27,900",First Owner,2393,Automatic,2021,12,148,360,17,20,29.75,Mumbai,MH02,Aug,2021
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"23,230",Second Owner,796,Manual,2015,22.74,47.3,69,,75,2.38,Mumbai,MH01,Mar,2015
Ford,Endeavour 3.2 Titanium AT 4X4,Third Party,Diesel,7,"1,70,330",First Owner,3198,Automatic,2016,10.91,197,470,18,70,22.22,Mumbai,MH17,Jan,2017
Honda,City 1.5 V AT,Third Party,Petrol,5,"78,500",First Owner,1497,Automatic,2011,16.8,"118PS at 6,600 ",146Nm at 4800 r,15,75,3.5,Mumbai,MH04,Apr,2011
Honda,City V AT,Comprehensive,Petrol,5,"54,000",Second Owner,1497,Automatic,2013,15.6,116.3,146,15,75,4.11,Mumbai,MH01,Jun,2013
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"15,824",First Owner,998,Manual,2021,32.52,58.33,78,,20,6.26,Mumbai,MH04,Jun,2021
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"12,764",First Owner,998,Manual,2021,32.52,58.33,78,,20,6.43,Mumbai,MH05,Jun,2021
Honda,WR-V i-DTEC VX,Third Party,Diesel,5,"97,877",Second Owner,1498,Manual,2017,25.5,98.6,200,16,60,7.09,Mumbai,MH04,Jun,2017
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"25,000",First Owner,796,Manual,2019,22.05,47.33,69,,40,3.8,Mumbai,MH01,Apr,2019
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"61,939",Second Owner,1197,Manual,2016,18.6,81.83,114.7,,70,4.85,Mumbai,MH02,Jun,2016
Maruti,Swift VXI,Third Party,Petrol,5,"19,896",First Owner,1197,Manual,2019,21.21,81.80,113,,40,6.24,Mumbai,MH47,Jun,2019
Hyundai,EON Era Plus,Third Party,Petrol,5,"24,033",First Owner,814,Manual,2015,21.1,55.2,74.5,,75,3.12,Mumbai,MH14,Jun,2015
Toyota,Innova Crysta 2.4 ZX 7 STR AT,Comprehensive,Diesel,7,"11,000",First Owner,2393,Automatic,2021,12,148,360,17,20,28.11,Mumbai,MH01,Jul,2021
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"63,639",First Owner,1197,Manual,2014,18.6,81.83,114.7,,75,4.8,Mumbai,MH02,Jun,2014
Toyota,Etios Cross 1.2L G,Comprehensive,Petrol,5,"55,000",First Owner,1197,Manual,2016,18.16,78.8,104,15,70,4.9,Mumbai,MH47,May,2016
Renault,KWID 1.0 RXT,Comprehensive,Petrol,5,"81,000",First Owner,999,Manual,2016,23.01,67,91,,70,2.45,Mumbai,MH48,Nov,2016
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"48,000",First Owner,1198,Manual,2015,18,86.7,109,,75,4.75,Mumbai,MH02,Feb,2015
Hyundai,i20 1.4 Asta AT with AVN,Third Party insurance,Petrol,5,"70,000",Second Owner,1396,Automatic,2009,15,"100PS at 5,500",13.9 kgm at 4200 r,14,75,2.65,Mumbai,MH01,May,2009
Honda,Accord 2.4 MT,Third Party insurance,Petrol,5,"85,000",First Owner,2354,Manual,2011,12.8,177.6,222,16,75,4.75,Mumbai,MH04,Jun,2011
Tata,Nexon XZA Plus (O) AMT,Zero Dep,Petrol,5,"13,646",First Owner,1199,Automatic,2020,16.35,118.36,170,16,30,10.5,Mumbai,MH47,Dec,2020
Mercedes-Benz,E-Class Exclusive E 220d,Comprehensive,Diesel,5,"32,500",First Owner,1950,Automatic,2021,16.1,191.7,400,17,20,71.0,Mumbai,MH02,Nov,2021
Kia,Seltos HTX Plus AT D,Comprehensive,Diesel,5,"63,723",First Owner,1493,Automatic,2019,17.8,113.4,250,R17,40,15.49,Mumbai,MH03,Nov,2019
Maruti,Ertiga VXI CNG,Third Party insurance,CNG,7,"1,08,000",First Owner,1373,Manual,2018,17.5,80.46,112,,50,8.0,Mumbai,MH03,Sept,2018
Hyundai,Xcent 1.2 Kappa AT SX Option,Comprehensive,Petrol,5,"35,000",First Owner,1197,Automatic,2014,16.9,82,114,15,75,4.75,Mumbai,MH02,May,2014
Mahindra,XUV500 W11 AT BSIV,Comprehensive,Diesel,7,"63,000",First Owner,2179,Automatic,2018,15.1,152.87,360,17,50,15.65,Mumbai,MH02,Jul,2018
Toyota,Corolla Altis G MT,Third Party,Petrol,5,"19,028",First Owner,1798,Manual,2017,14.28,138.03,173,15,60,10.62,Mumbai,MH01,Jun,2017
Maruti,Ignis 1.2 Delta BSIV,Third Party,Petrol,5,"30,984",First Owner,1197,Manual,2017,20.89,81.80,113,,60,4.87,Mumbai,MH05,Jun,2017
Maruti,Baleno 1.2 Alpha,Third Party,Petrol,5,"70,024",First Owner,1197,Manual,2017,21.4,83.1,115,16,60,5.27,Mumbai,MH46,Jun,2017
Tata,Harrier XZA Plus Dual Tone AT,Comprehensive,Diesel,5,"38,000",First Owner,1956,Automatic,2020,14.6,167.67,350,17,30,20.0,Mumbai,MH02,Jun,2020
Maruti,Wagon R LXI BS IV,,Petrol,5,"42,000",First Owner,998,Manual,2014,20.51,67.04,90,,75,3.25,Mumbai,MH02,Sept,2014
Maruti,Vitara Brezza VXI,Comprehensive,Petrol,5,"14,173",First Owner,1462,Manual,2020,17.03,103.26,138,,30,8.83,Mumbai,MH04,Jun,2020
Hyundai,Grand i10 Asta,Third Party,Petrol,5,"60,986",First Owner,1197,Manual,2016,18.9,82,114,14,70,4.92,Mumbai,MH47,Jun,2016
Tata,Harrier XZA Plus Dark Edition AT 2020-2022,Comprehensive,Diesel,5,"32,000",First Owner,1956,Automatic,2021,14.6,167.67,350,R18,20,22.75,Mumbai,MH01,Oct,2021
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"30,820",First Owner,998,Manual,2013,18.9,67.1,90,13,75,3.14,Mumbai,MH16,Jun,2013
Toyota,Innova Crysta 2.8 ZX AT BSIV,Comprehensive,Diesel,7,"92,000",Second Owner,2755,Automatic,2016,11.36,171.5,360,17,70,17.5,Mumbai,MH46,Jul,2016
Mercedes-Benz,GLE Coupe,Comprehensive,Petrol,5,"49,000",Third Owner,2996,Automatic,2015,8.9,367,520,21,75,53.5,Mumbai,MH14,Jul,2015
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"40,025",First Owner,1197,Manual,2016,18.9,82,114,,70,4.65,Mumbai,MH02,Mar,2016
Maruti,Alto 800 CNG LXI,Comprehensive,CNG,5,"1,15,426",First Owner,796,Manual,2015,30.46,47.3,69,,75,2.7,Mumbai,MH14,Jan,2016
Honda,City 1.5 S AT,Comprehensive,Petrol,5,"57,000",Second Owner,1497,Automatic,2013,16.8,116.4,146,15,75,3.95,Mumbai,MH02,Apr,2013
Toyota,Corolla Altis 1.8 VL CVT,Comprehensive,Petrol,5,"10,000",First Owner,1798,Automatic,2018,14.28,138.03,173,16,50,14.75,Mumbai,MH46,Jun,2018
Toyota,Innova Crysta 2.4 ZX 7 STR AT,Comprehensive,Diesel,7,"25,000",First Owner,2393,Automatic,2021,12,148,360,17,20,30.0,Mumbai,MH02,May,2021
Kia,Seltos HTK Plus G,Third Party,Petrol,5,"25,333",Second Owner,1497,Manual,2020,16.8,113.43,144,16,30,11.0,Mumbai,MH04,Oct,2020
Mercedes-Benz,C-Class C 220 CDI Avantgarde,Third Party insurance,Diesel,5,"26,500",First Owner,2143,Automatic,2016,19.27,170,400,17,70,26.75,Mumbai,MH02,Mar,2016
Hyundai,i20 Asta 1.2,Comprehensive,Petrol,5,"35,000",First Owner,1197,Manual,2015,18.6,81.83,114.7,16,75,5.15,Mumbai,MH01,Oct,2015
Audi,Q3 30 TDI Premium FWD,Comprehensive,Diesel,5,"38,000",Second Owner,1968,Automatic,2018,18.51,147.51,340,18,50,24.5,Mumbai,MH05,Jul,2018
Maruti,Wagon R LXI BS IV,,Petrol,5,"42,000",First Owner,998,Manual,2014,20.51,67.04,90,,75,3.25,Mumbai,MH02,Sept,2014
Maruti,Vitara Brezza VXI,Comprehensive,Petrol,5,"14,173",First Owner,1462,Manual,2020,17.03,103.26,138,,30,8.83,Mumbai,MH04,Jun,2020
Hyundai,Grand i10 Asta,Third Party,Petrol,5,"60,986",First Owner,1197,Manual,2016,18.9,82,114,14,70,4.92,Mumbai,MH47,Jun,2016
Jeep,Compass 2.0 Limited Plus AT,Comprehensive,Diesel,5,"42,000",First Owner,1956,Automatic,2020,17.1,173,350,18,30,21.4,Mumbai,MH05,Jun,2020
